,AskPrice1,BidPrice1,InstrumentID,LastPrice,UpdateMillisec,UpdateTime
227,456.0,455.5,i1801,455.5,695,21:02:05
228,456.0,455.5,i1801,456.0,170,21:02:06
229,456.0,455.5,i1801,456.0,696,21:02:06
230,456.0,455.5,i1801,456.0,692,21:02:07
231,456.0,455.5,i1801,456.0,199,21:02:08
232,456.0,455.5,i1801,456.0,614,21:02:08
233,455.5,455.0,i1801,455.5,598,21:02:09
234,456.0,455.5,i1801,456.0,192,21:02:09
235,455.5,455.0,i1801,455.5,92,21:02:10
236,455.5,455.0,i1801,455.5,90,21:02:11
237,455.5,455.0,i1801,455.0,671,21:02:11
238,456.0,455.5,i1801,455.5,571,21:02:12
239,456.0,455.5,i1801,455.5,130,21:02:14
240,456.0,455.5,i1801,455.5,178,21:02:13
241,456.5,456.0,i1801,456.0,679,21:02:16
242,456.5,456.0,i1801,456.0,193,21:02:16
243,456.5,456.0,i1801,456.0,676,21:02:17
244,456.0,455.5,i1801,455.5,166,21:02:15
245,456.5,456.0,i1801,456.0,972,21:02:21
246,456.5,456.0,i1801,456.0,197,21:02:18
247,456.5,456.0,i1801,456.0,202,21:02:19
248,456.5,456.0,i1801,456.0,701,21:02:19
249,456.5,456.0,i1801,456.0,191,21:02:17
250,456.5,456.0,i1801,456.0,577,21:02:22
251,456.5,456.0,i1801,456.0,689,21:02:21
252,456.5,456.0,i1801,456.0,698,21:02:20
253,456.5,456.0,i1801,456.0,189,21:02:20
254,456.5,456.0,i1801,456.0,664,21:02:18
255,456.5,456.0,i1801,456.0,175,21:02:23
256,456.5,456.0,i1801,456.0,668,21:02:23
257,456.5,456.0,i1801,456.0,191,21:02:24
258,456.5,456.0,i1801,456.5,176,21:02:27
259,456.5,456.0,i1801,456.5,697,21:02:25
260,456.5,456.0,i1801,456.5,690,21:02:27
261,456.5,456.0,i1801,456.0,193,21:02:25
262,456.5,456.0,i1801,456.5,183,21:02:29
263,456.5,456.0,i1801,456.5,164,21:02:28
264,457.0,456.5,i1801,456.5,656,21:02:30
265,457.0,456.5,i1801,456.5,673,21:02:29
266,457.0,456.5,i1801,456.5,199,21:02:30
267,457.0,456.5,i1801,456.5,683,21:02:31
268,457.0,456.5,i1801,456.5,201,21:02:31
269,456.5,456.0,i1801,456.5,671,21:02:33
270,457.0,456.0,i1801,456.5,682,21:02:32
271,456.5,456.0,i1801,456.5,700,21:02:35
272,456.5,456.0,i1801,456.5,197,21:02:33
273,457.0,456.5,i1801,456.5,196,21:02:32
274,457.0,456.0,i1801,457.0,172,21:02:36
275,457.0,456.5,i1801,457.0,689,21:02:36
276,457.0,456.5,i1801,456.5,683,21:02:38
277,457.0,456.5,i1801,457.0,668,21:02:37
278,457.0,456.5,i1801,457.0,171,21:02:37
279,457.0,456.5,i1801,456.5,172,21:02:40
280,457.0,456.5,i1801,457.0,657,21:02:39
281,457.0,456.5,i1801,456.5,640,21:02:40
282,456.5,456.0,i1801,456.5,201,21:02:41
283,456.5,456.0,i1801,456.5,184,21:02:42
284,456.5,456.0,i1801,456.5,657,21:02:41
285,456.5,456.0,i1801,456.5,688,21:02:42
286,457.0,456.5,i1801,456.5,188,21:02:44
287,456.5,456.0,i1801,456.5,691,21:02:43
288,457.0,456.5,i1801,456.5,177,21:02:45
289,457.0,456.5,i1801,456.5,691,21:02:44
290,457.0,456.5,i1801,456.5,653,21:02:45
291,457.0,456.5,i1801,456.5,656,21:02:46
292,457.0,456.5,i1801,456.5,701,21:02:47
293,457.0,456.5,i1801,456.5,197,21:02:47
294,457.0,456.5,i1801,456.5,195,21:02:48
295,457.0,456.5,i1801,456.5,662,21:02:48
296,457.0,456.5,i1801,457.0,198,21:02:50
297,457.0,456.5,i1801,457.0,666,21:02:49
298,457.0,456.5,i1801,457.0,137,21:02:49
299,457.0,456.5,i1801,457.0,84,21:02:51
300,457.0,456.5,i1801,457.0,673,21:02:50
301,457.0,456.5,i1801,457.0,675,21:02:53
302,457.0,456.5,i1801,456.5,677,21:02:54
303,457.0,456.5,i1801,457.0,175,21:02:55
304,457.0,456.5,i1801,457.0,682,21:02:55
305,457.5,457.0,i1801,457.0,697,21:02:56
306,457.0,456.5,i1801,457.0,194,21:02:56
307,457.5,457.0,i1801,457.0,670,21:02:57
308,457.5,457.0,i1801,457.0,120,21:02:57
309,457.5,457.0,i1801,457.0,171,21:02:58
310,457.5,457.0,i1801,457.0,653,21:02:58
311,457.5,457.0,i1801,457.0,148,21:02:59
312,457.5,457.0,i1801,457.0,698,21:02:59
313,457.5,457.0,i1801,457.0,686,21:03:01
314,457.5,457.0,i1801,457.0,697,21:03:02
315,457.5,457.0,i1801,457.0,185,21:03:02
316,457.5,457.0,i1801,457.0,688,21:03:00
317,457.5,457.0,i1801,457.5,197,21:03:03
318,457.0,456.5,i1801,457.0,695,21:03:03
319,457.0,456.5,i1801,456.5,201,21:03:04
320,457.0,456.5,i1801,457.0,672,21:03:04
321,456.5,456.0,i1801,456.5,156,21:03:05
322,457.0,456.0,i1801,456.5,625,21:03:06
323,457.0,456.0,i1801,456.5,197,21:03:07
324,456.5,456.0,i1801,456.5,645,21:03:05
325,457.0,456.0,i1801,456.5,101,21:03:06
326,457.0,456.0,i1801,457.0,696,21:03:07
327,456.5,456.0,i1801,457.0,701,21:03:08
328,457.0,456.0,i1801,457.0,200,21:03:08
329,456.5,456.0,i1801,457.0,188,21:03:09
330,456.5,456.0,i1801,457.0,671,21:03:09
331,456.5,456.0,i1801,457.0,678,21:03:10
332,456.5,456.0,i1801,457.0,145,21:03:10
333,456.5,456.0,i1801,457.0,188,21:03:11
334,456.5,456.0,i1801,456.5,196,21:03:12
335,456.5,456.0,i1801,456.0,177,21:03:13
336,456.5,456.0,i1801,456.5,680,21:03:12
337,456.5,456.0,i1801,456.0,181,21:03:14
338,456.5,456.0,i1801,456.0,668,21:03:14
339,456.5,456.0,i1801,456.0,685,21:03:13
340,456.5,456.0,i1801,456.0,134,21:03:15
341,456.5,456.0,i1801,456.0,170,21:03:16
342,456.5,456.0,i1801,456.5,689,21:03:15
343,456.5,456.0,i1801,456.5,682,21:03:16
344,456.5,456.0,i1801,456.5,141,21:03:17
345,456.5,456.0,i1801,456.5,514,21:03:17
346,456.5,456.0,i1801,456.5,126,21:03:18
347,456.5,456.0,i1801,456.5,610,21:03:18
348,456.5,456.0,i1801,456.0,698,21:03:19
349,456.5,456.0,i1801,456.0,123,21:03:19
350,456.5,456.0,i1801,456.0,184,21:03:20
351,456.5,456.0,i1801,456.0,681,21:03:20
352,456.5,456.0,i1801,456.0,201,21:03:21
353,456.5,456.0,i1801,456.0,140,21:03:22
354,456.5,456.0,i1801,456.5,182,21:03:23
355,456.5,456.0,i1801,456.5,604,21:03:21
356,456.5,456.0,i1801,456.5,701,21:03:22
357,456.5,456.0,i1801,456.5,682,21:03:23
358,456.5,456.0,i1801,456.0,158,21:03:24
359,456.5,456.0,i1801,456.0,695,21:03:24
360,456.5,456.0,i1801,456.0,188,21:03:25
361,456.5,456.0,i1801,456.0,685,21:03:25
362,456.5,456.0,i1801,456.0,188,21:03:26
363,456.5,456.0,i1801,456.5,588,21:03:26
364,456.5,456.0,i1801,456.5,674,21:03:27
365,456.5,456.0,i1801,456.5,174,21:03:27
366,456.5,456.0,i1801,456.5,194,21:03:28
367,456.5,456.0,i1801,456.5,661,21:03:28
368,456.5,456.0,i1801,456.5,161,21:03:29
369,456.5,456.0,i1801,456.5,699,21:03:29
370,456.5,456.0,i1801,456.0,60,21:03:31
371,456.5,456.0,i1801,456.0,162,21:03:30
372,456.5,456.0,i1801,456.0,654,21:03:31
373,456.0,455.5,i1801,456.0,701,21:03:32
374,456.5,456.0,i1801,456.0,198,21:03:32
375,456.0,455.5,i1801,456.0,199,21:03:33
376,456.0,455.5,i1801,456.0,182,21:03:34
377,456.0,455.5,i1801,456.0,697,21:03:33
378,456.5,455.5,i1801,456.0,664,21:03:34
379,456.5,456.0,i1801,456.0,679,21:03:35
380,456.5,456.0,i1801,456.0,201,21:03:35
381,456.5,456.0,i1801,456.5,645,21:03:36
382,456.5,456.0,i1801,456.5,189,21:03:36
383,456.5,456.0,i1801,456.5,562,21:03:37
384,456.5,456.0,i1801,456.5,202,21:03:37
385,456.5,456.0,i1801,456.0,641,21:03:38
386,456.5,456.0,i1801,456.0,149,21:03:39
387,456.5,456.0,i1801,456.5,197,21:03:38
388,456.5,456.0,i1801,456.0,682,21:03:39
389,456.5,456.0,i1801,456.0,182,21:03:40
390,456.5,456.0,i1801,456.0,698,21:03:40
391,456.5,456.0,i1801,456.0,195,21:03:41
392,456.5,456.0,i1801,456.0,667,21:03:41
393,456.5,456.0,i1801,456.5,91,21:03:42
394,456.5,456.0,i1801,456.5,686,21:03:42
395,456.5,456.0,i1801,456.5,682,21:03:43
396,456.5,456.0,i1801,456.5,659,21:03:44
397,456.5,456.0,i1801,456.5,111,21:03:44
398,456.5,456.0,i1801,456.5,614,21:03:45
399,456.5,456.0,i1801,456.0,127,21:03:45
400,456.5,456.0,i1801,456.5,653,21:03:47
401,456.5,456.0,i1801,456.5,116,21:03:49
402,456.5,456.0,i1801,456.0,530,21:03:50
403,456.5,456.0,i1801,456.0,190,21:03:52
404,456.5,456.0,i1801,456.0,701,21:03:49
405,456.5,456.0,i1801,456.0,605,21:03:53
406,456.5,456.0,i1801,456.0,71,21:03:54
407,456.5,456.0,i1801,456.0,202,21:03:55
408,456.5,456.0,i1801,456.0,703,21:03:55
409,456.5,456.0,i1801,456.0,702,21:03:57
410,456.5,456.0,i1801,456.0,622,21:03:58
411,456.5,456.0,i1801,456.0,196,21:03:58
412,456.5,456.0,i1801,456.0,166,21:03:59
413,456.0,455.5,i1801,456.0,660,21:03:59
414,456.0,455.5,i1801,456.0,179,21:04:00
415,456.5,455.5,i1801,456.0,693,21:04:00
416,456.5,455.5,i1801,456.0,198,21:04:01
417,456.5,455.5,i1801,456.0,692,21:04:01
418,456.5,455.5,i1801,456.0,698,21:04:02
419,456.5,456.0,i1801,456.5,686,21:04:03
420,456.5,456.0,i1801,456.5,165,21:04:03
421,456.5,456.0,i1801,456.5,701,21:04:04
422,456.5,456.0,i1801,456.5,144,21:04:06
423,456.5,456.0,i1801,456.5,121,21:04:07
424,456.5,456.0,i1801,456.0,660,21:04:06
425,456.5,456.0,i1801,456.5,154,21:04:08
426,456.5,456.0,i1801,456.5,196,21:04:09
427,456.5,456.0,i1801,456.5,692,21:04:08
428,456.5,456.0,i1801,456.5,686,21:04:09
429,456.5,456.0,i1801,456.5,673,21:04:10
430,456.5,456.0,i1801,456.0,194,21:04:12
431,456.5,456.0,i1801,456.5,678,21:04:12
432,456.5,456.0,i1801,456.5,661,21:04:13
433,456.0,455.5,i1801,456.0,189,21:04:15
434,456.0,455.5,i1801,456.0,147,21:04:14
435,456.0,455.5,i1801,456.0,115,21:04:18
436,456.0,455.5,i1801,456.0,614,21:04:19
437,456.0,455.5,i1801,456.0,571,21:04:18
438,456.0,455.5,i1801,456.0,118,21:04:23
439,456.0,455.5,i1801,456.0,603,21:04:20
440,456.0,455.5,i1801,456.0,662,21:04:22
441,456.0,455.5,i1801,455.5,152,21:04:24
442,456.0,455.5,i1801,456.0,617,21:04:23
443,456.0,455.5,i1801,456.0,703,21:04:24
444,456.0,455.5,i1801,456.0,116,21:04:25
445,456.0,455.5,i1801,456.0,561,21:04:25
446,456.0,455.5,i1801,456.0,180,21:04:26
447,456.0,455.5,i1801,456.0,176,21:04:28
448,456.0,455.5,i1801,456.0,161,21:04:30
449,456.0,455.5,i1801,456.0,622,21:04:29
450,456.0,455.5,i1801,456.0,167,21:04:32
451,456.0,455.5,i1801,455.5,656,21:04:33
452,456.0,455.5,i1801,456.0,634,21:04:31
453,456.0,455.5,i1801,455.5,38,21:04:35
454,456.0,455.5,i1801,455.5,200,21:04:33
455,456.0,455.5,i1801,456.0,507,21:04:36
456,456.0,455.5,i1801,456.0,194,21:04:40
457,456.0,455.5,i1801,456.0,558,21:04:40
458,456.0,455.5,i1801,456.0,135,21:04:41
459,456.0,455.0,i1801,455.5,633,21:04:43
460,456.0,455.0,i1801,455.5,145,21:04:43
461,456.0,455.0,i1801,455.5,699,21:04:44
462,456.0,455.0,i1801,455.5,198,21:04:44
463,456.0,455.5,i1801,455.5,152,21:04:50
464,455.5,455.0,i1801,455.5,630,21:04:45
465,455.5,455.0,i1801,455.5,185,21:04:45
466,456.0,455.0,i1801,455.5,589,21:04:48
467,455.5,455.0,i1801,455.5,171,21:04:48
468,456.0,455.0,i1801,455.5,632,21:04:49
469,456.0,455.0,i1801,455.5,178,21:04:49
470,456.0,455.5,i1801,455.5,661,21:04:52
471,456.0,455.5,i1801,455.5,102,21:04:51
472,456.0,455.5,i1801,455.5,699,21:04:51
473,456.0,455.5,i1801,455.5,155,21:04:53
474,456.0,455.5,i1801,456.0,690,21:04:54
475,456.5,455.5,i1801,456.5,179,21:04:55
476,456.0,455.5,i1801,456.5,675,21:04:55
477,456.0,455.5,i1801,455.5,675,21:04:53
478,456.0,455.5,i1801,456.5,183,21:04:56
479,456.0,455.0,i1801,455.5,702,21:04:59
480,456.0,455.5,i1801,456.5,681,21:04:58
481,456.0,455.5,i1801,456.5,180,21:04:57
482,456.0,455.0,i1801,455.5,200,21:05:00
483,456.0,455.0,i1801,455.5,97,21:04:59
484,456.0,455.0,i1801,455.5,685,21:05:00
485,456.0,455.0,i1801,455.5,143,21:05:01
486,456.0,455.5,i1801,455.5,186,21:05:02
487,456.0,455.5,i1801,455.5,609,21:05:01
488,456.0,455.5,i1801,455.5,702,21:05:02
489,456.0,455.5,i1801,455.5,203,21:05:03
490,456.0,455.5,i1801,455.5,701,21:05:03
491,456.0,455.5,i1801,455.5,698,21:05:04
492,456.0,455.5,i1801,455.5,186,21:05:06
493,456.0,455.5,i1801,455.5,636,21:05:05
494,456.0,455.5,i1801,455.5,125,21:05:04
495,456.0,455.5,i1801,455.5,689,21:05:06
496,456.0,455.5,i1801,455.5,136,21:05:07
497,456.0,455.5,i1801,455.5,638,21:05:07
498,456.0,455.5,i1801,455.5,641,21:05:09
499,456.0,455.5,i1801,455.5,147,21:05:09
500,456.0,455.5,i1801,455.5,194,21:05:11
501,456.0,455.5,i1801,455.5,662,21:05:11
502,456.0,455.5,i1801,455.5,696,21:05:10
503,456.0,455.5,i1801,456.0,178,21:05:12
504,455.5,455.0,i1801,455.5,700,21:05:13
505,455.5,455.0,i1801,455.5,159,21:05:13
506,456.0,455.5,i1801,456.0,685,21:05:12
507,455.5,455.0,i1801,455.5,110,21:05:14
508,456.0,455.5,i1801,455.5,649,21:05:15
509,455.5,455.0,i1801,455.5,644,21:05:14
510,456.0,455.5,i1801,455.5,190,21:05:15
511,456.0,455.5,i1801,455.5,201,21:05:16
512,456.0,455.5,i1801,455.5,699,21:05:16
513,456.0,455.5,i1801,456.0,667,21:05:17
514,456.0,455.5,i1801,456.0,145,21:05:18
515,456.0,455.5,i1801,455.5,193,21:05:17
516,455.5,455.0,i1801,455.5,641,21:05:19
517,455.5,455.0,i1801,455.5,123,21:05:19
518,455.5,455.0,i1801,455.5,620,21:05:18
519,455.5,455.0,i1801,455.5,104,21:05:20
520,456.0,455.0,i1801,455.5,698,21:05:20
521,456.0,455.5,i1801,455.5,136,21:05:21
522,456.0,455.5,i1801,455.5,641,21:05:21
523,456.0,455.5,i1801,455.5,189,21:05:23
524,456.0,455.0,i1801,455.5,679,21:05:22
525,456.0,455.5,i1801,455.5,575,21:05:23
526,456.0,455.5,i1801,455.5,158,21:05:24
527,456.0,455.5,i1801,455.5,194,21:05:25
528,456.0,455.5,i1801,455.5,616,21:05:24
529,456.0,455.5,i1801,455.5,198,21:05:26
530,456.0,455.5,i1801,455.5,701,21:05:25
