,AskPrice1,BidPrice1,InstrumentID,LastPrice,UpdateMillisec,UpdateTime
7462,451.0,450.0,i1801,450.0,70,22:54:14
7463,451.0,450.5,i1801,450.0,696,22:54:16
7464,450.5,450.0,i1801,450.5,239,22:54:18
7465,451.0,450.0,i1801,450.5,237,22:54:17
7466,450.5,450.0,i1801,450.5,710,22:54:19
7467,451.0,450.0,i1801,450.5,239,22:54:20
7468,451.0,450.0,i1801,450.5,727,22:54:20
7469,450.5,450.0,i1801,450.5,190,22:54:21
7470,450.0,449.5,i1801,450.0,500,22:54:22
7471,450.0,449.5,i1801,450.0,239,22:54:23
7472,450.0,449.5,i1801,450.0,240,22:54:22
7473,450.0,449.5,i1801,450.0,221,22:54:25
7474,450.5,449.5,i1801,450.0,750,22:54:26
7475,450.5,450.0,i1801,450.0,93,22:54:27
7476,450.5,449.5,i1801,450.0,34,22:54:28
7477,450.5,449.5,i1801,450.0,744,22:54:27
7478,450.0,449.5,i1801,450.0,739,22:54:29
7479,450.0,449.5,i1801,450.0,967,22:54:32
7480,450.0,449.5,i1801,450.0,127,22:54:30
7481,450.0,449.5,i1801,450.0,746,22:54:30
7482,450.0,449.5,i1801,450.0,240,22:54:35
7483,450.0,449.5,i1801,450.0,739,22:54:35
7484,450.0,449.5,i1801,450.0,253,22:54:36
7485,450.0,449.5,i1801,450.0,761,22:54:36
7486,450.0,449.5,i1801,450.0,670,22:54:37
7487,450.0,449.5,i1801,450.0,239,22:54:37
7488,450.0,449.5,i1801,450.0,754,22:54:38
7489,450.0,449.5,i1801,450.0,125,22:54:38
7490,450.0,449.5,i1801,450.0,169,22:54:39
7491,450.0,449.5,i1801,450.0,733,22:54:39
7492,450.0,449.5,i1801,450.0,203,22:54:40
7493,450.0,449.5,i1801,450.0,644,22:54:40
7494,450.0,449.5,i1801,450.0,207,22:54:41
7495,450.0,449.5,i1801,450.0,739,22:54:41
7496,450.0,449.5,i1801,450.0,529,22:54:42
7497,450.0,449.5,i1801,450.0,223,22:54:42
7498,450.0,449.5,i1801,450.0,177,22:54:43
7499,450.0,449.5,i1801,450.0,682,22:54:43
7500,450.0,449.5,i1801,450.0,220,22:54:44
7501,450.0,449.5,i1801,450.0,540,22:54:44
7502,450.0,449.5,i1801,450.0,248,22:54:45
7503,450.0,449.5,i1801,450.0,698,22:54:45
7504,450.0,449.5,i1801,450.0,756,22:54:46
7505,450.0,449.5,i1801,450.0,162,22:54:46
7506,450.0,449.5,i1801,450.0,242,22:54:47
7507,450.0,449.5,i1801,450.0,747,22:54:47
7508,450.0,449.5,i1801,450.0,24,22:54:48
7509,450.0,449.5,i1801,450.0,709,22:54:48
7510,450.0,449.5,i1801,450.0,230,22:54:49
7511,450.0,449.5,i1801,450.0,677,22:54:50
7512,450.0,449.5,i1801,450.0,245,22:54:51
7513,450.0,449.5,i1801,450.0,760,22:54:51
7514,450.0,449.5,i1801,450.0,117,22:54:50
7515,450.0,449.5,i1801,450.0,157,22:54:52
7516,450.0,449.5,i1801,450.0,739,22:54:53
7517,450.0,449.5,i1801,450.0,212,22:54:54
7518,450.0,449.5,i1801,450.0,83,22:54:55
7519,450.0,449.5,i1801,450.0,740,22:54:57
7520,450.0,449.5,i1801,450.0,739,22:54:58
7521,450.0,449.5,i1801,450.0,55,22:54:58
7522,450.0,449.5,i1801,450.0,229,22:54:59
7523,450.0,449.5,i1801,450.0,249,22:55:00
7524,450.0,449.5,i1801,450.0,708,22:55:00
7525,450.0,449.5,i1801,450.0,753,22:54:59
7526,450.0,449.5,i1801,450.0,759,22:55:01
7527,450.0,449.5,i1801,450.0,144,22:55:01
7528,450.0,449.5,i1801,450.0,248,22:55:02
7529,450.0,449.5,i1801,450.0,592,22:55:02
7530,450.0,449.5,i1801,450.0,218,22:55:04
7531,450.0,449.5,i1801,450.0,740,22:55:04
7532,450.0,449.5,i1801,450.0,48,22:55:03
7533,450.0,449.5,i1801,450.0,738,22:55:05
7534,450.0,449.5,i1801,450.0,168,22:55:05
7535,450.0,449.5,i1801,450.0,223,22:55:06
7536,450.0,449.5,i1801,450.0,735,22:55:06
7537,450.0,449.5,i1801,450.0,254,22:55:07
7538,450.0,449.5,i1801,450.0,717,22:55:07
7539,450.0,449.5,i1801,450.0,234,22:55:08
7540,450.0,449.5,i1801,449.5,679,22:55:08
7541,450.0,449.5,i1801,449.5,247,22:55:10
7542,450.0,449.5,i1801,449.5,52,22:55:09
7543,450.0,449.5,i1801,449.5,749,22:55:10
7544,450.0,449.5,i1801,449.5,654,22:55:09
7545,450.0,449.5,i1801,449.5,123,22:55:11
7546,450.0,449.5,i1801,449.5,521,22:55:11
7547,450.0,449.5,i1801,449.5,260,22:55:13
7548,450.0,449.5,i1801,449.5,190,22:55:12
7549,450.0,449.5,i1801,449.5,688,22:55:12
7550,450.0,449.5,i1801,449.5,240,22:55:15
7551,450.0,449.5,i1801,449.5,760,22:55:15
7552,450.0,449.5,i1801,449.5,536,22:55:13
7553,450.0,449.5,i1801,449.5,195,22:55:16
7554,450.0,449.5,i1801,449.5,729,22:55:17
7555,450.0,449.5,i1801,449.5,197,22:55:17
7556,450.0,449.5,i1801,449.5,689,22:55:18
7557,450.0,449.5,i1801,449.5,241,22:55:18
7558,450.0,449.5,i1801,449.5,720,22:55:19
7559,450.0,449.5,i1801,449.5,253,22:55:20
7560,450.0,449.5,i1801,449.5,139,22:55:19
7561,450.0,449.5,i1801,449.5,750,22:55:20
7562,450.0,449.5,i1801,449.5,241,22:55:21
7563,450.0,449.5,i1801,449.5,703,22:55:21
7564,450.0,449.5,i1801,450.0,733,22:55:22
7565,450.0,449.5,i1801,449.5,169,22:55:22
7566,450.0,449.5,i1801,450.0,229,22:55:23
7567,450.0,449.5,i1801,450.0,707,22:55:23
7568,450.0,449.5,i1801,450.0,690,22:55:24
7569,450.0,449.5,i1801,450.0,137,22:55:25
7570,450.0,449.5,i1801,450.0,240,22:55:24
7571,450.0,449.5,i1801,450.0,161,22:55:26
7572,450.0,449.5,i1801,450.0,727,22:55:26
7573,450.0,449.5,i1801,450.0,668,22:55:25
7574,450.0,449.5,i1801,450.0,360,22:55:29
7575,450.0,449.5,i1801,450.0,698,22:55:27
7576,450.0,449.5,i1801,450.0,598,22:55:28
7577,450.0,449.5,i1801,450.0,552,22:55:31
7578,450.0,449.5,i1801,450.0,216,22:55:31
7579,450.0,449.5,i1801,450.0,222,22:55:32
7580,450.0,449.5,i1801,450.0,240,22:55:33
7581,450.0,449.5,i1801,450.0,739,22:55:32
7582,450.0,449.5,i1801,450.0,740,22:55:33
7583,450.0,449.5,i1801,450.0,238,22:55:34
7584,450.0,449.5,i1801,450.0,721,22:55:34
7585,450.0,449.5,i1801,450.0,243,22:55:35
7586,450.0,449.5,i1801,450.0,477,22:55:37
7587,450.0,449.5,i1801,450.0,194,22:55:36
7588,450.0,449.5,i1801,450.0,710,22:55:40
7589,450.0,449.5,i1801,450.0,742,22:55:38
7590,450.0,449.5,i1801,450.0,254,22:55:39
7591,450.0,449.5,i1801,450.0,158,22:55:44
7592,450.0,449.5,i1801,450.0,241,22:55:48
7593,450.0,449.5,i1801,450.0,468,22:55:46
7594,450.0,449.5,i1801,450.0,240,22:55:49
7595,449.5,449.0,i1801,449.5,739,22:55:56
7596,449.5,449.0,i1801,449.5,243,22:55:57
7597,449.5,449.0,i1801,449.5,239,22:55:58
7598,449.5,449.0,i1801,449.5,706,22:56:04
7599,449.5,449.0,i1801,449.5,203,22:56:04
7600,449.5,449.0,i1801,449.5,238,22:56:06
7601,449.5,449.0,i1801,449.5,744,22:56:06
7602,449.5,449.0,i1801,449.5,200,22:56:07
7603,449.5,449.0,i1801,449.5,648,22:56:07
7604,449.5,449.0,i1801,449.5,170,22:56:08
7605,449.5,449.0,i1801,449.5,735,22:56:10
7606,449.5,449.0,i1801,449.5,694,22:56:14
7607,450.0,449.0,i1801,449.5,246,22:56:17
7608,450.0,449.0,i1801,449.5,738,22:56:17
7609,449.5,449.0,i1801,449.5,238,22:56:19
7610,449.5,449.0,i1801,449.5,756,22:56:19
7611,449.5,449.0,i1801,449.5,260,22:56:21
7612,449.5,449.0,i1801,449.5,558,22:56:21
7613,449.5,449.0,i1801,449.5,755,22:56:22
7614,449.5,449.0,i1801,449.5,709,22:56:23
7615,450.0,449.0,i1801,449.5,239,22:56:25
7616,449.5,449.0,i1801,449.0,239,22:56:26
7617,449.5,449.0,i1801,449.0,740,22:56:25
7618,449.5,449.0,i1801,449.0,675,22:56:26
7619,449.5,449.0,i1801,449.0,248,22:56:27
7620,449.0,448.5,i1801,449.0,740,22:56:32
7621,449.5,449.0,i1801,449.0,697,22:56:27
7622,449.0,448.5,i1801,449.0,141,22:56:33
7623,449.0,448.5,i1801,449.0,215,22:56:34
7624,449.0,448.5,i1801,449.0,149,22:56:35
7625,449.0,448.5,i1801,449.0,677,22:56:33
7626,449.0,448.5,i1801,449.0,739,22:56:34
7627,449.0,448.5,i1801,449.0,213,22:56:36
7628,449.0,448.5,i1801,449.0,622,22:56:36
7629,449.0,448.5,i1801,449.0,258,22:56:37
7630,449.5,449.0,i1801,449.0,206,22:56:38
7631,449.5,449.0,i1801,449.0,712,22:56:37
7632,449.0,448.5,i1801,449.0,262,22:56:41
7633,449.0,448.5,i1801,449.0,762,22:56:41
7634,449.0,448.5,i1801,449.0,734,22:56:42
7635,449.0,448.5,i1801,449.0,240,22:56:42
7636,449.0,448.5,i1801,449.0,228,22:56:43
7637,449.0,448.5,i1801,449.0,683,22:56:49
7638,449.0,448.5,i1801,449.0,233,22:56:49
7639,449.0,448.5,i1801,449.0,725,22:56:46
7640,449.0,448.5,i1801,449.0,257,22:56:54
7641,449.0,448.5,i1801,449.0,193,22:56:50
7642,449.0,448.5,i1801,449.0,757,22:56:54
7643,449.0,448.5,i1801,449.0,167,22:56:56
7644,449.0,448.5,i1801,449.0,756,22:56:56
7645,449.0,448.5,i1801,449.0,197,22:56:55
7646,449.0,448.5,i1801,449.0,742,22:56:58
7647,449.0,448.5,i1801,449.0,178,22:56:59
7648,449.0,448.5,i1801,449.0,234,22:57:00
7649,449.0,448.5,i1801,449.0,744,22:57:00
7650,449.5,449.0,i1801,449.0,240,22:57:02
7651,449.5,449.0,i1801,449.0,255,22:57:01
7652,449.5,449.0,i1801,449.0,78,22:57:03
7653,449.5,449.0,i1801,449.0,239,22:57:04
7654,449.5,448.5,i1801,449.0,238,22:57:05
7655,449.5,448.5,i1801,449.0,739,22:57:05
7656,449.5,449.0,i1801,449.0,738,22:57:06
7657,449.5,449.0,i1801,449.0,741,22:57:08
7658,449.5,449.0,i1801,449.5,117,22:57:09
7659,449.5,449.0,i1801,449.5,477,22:57:09
7660,449.5,449.0,i1801,449.5,959,22:57:11
7661,449.5,449.0,i1801,449.5,761,22:57:11
7662,449.5,449.0,i1801,449.5,730,22:57:12
7663,449.5,449.0,i1801,449.5,679,22:57:15
7664,449.5,449.0,i1801,449.5,102,22:57:14
7665,449.0,448.5,i1801,449.0,489,22:57:18
7666,449.0,448.5,i1801,449.0,192,22:57:19
7667,449.0,448.5,i1801,449.0,201,22:57:20
7668,449.5,449.0,i1801,449.0,741,22:57:20
7669,449.5,448.5,i1801,449.0,240,22:57:21
7670,449.5,448.5,i1801,449.0,253,22:57:22
7671,449.5,448.5,i1801,449.0,755,22:57:21
7672,449.5,448.5,i1801,449.0,755,22:57:22
7673,449.5,448.5,i1801,449.0,55,22:57:23
7674,449.5,448.5,i1801,449.0,688,22:57:23
7675,449.5,449.0,i1801,449.0,240,22:57:28
7676,449.5,449.0,i1801,449.0,4,22:57:27
7677,449.0,448.5,i1801,449.0,681,22:57:29
7678,449.0,448.5,i1801,449.0,239,22:57:29
7679,449.0,448.5,i1801,449.0,225,22:57:30
7680,449.0,448.5,i1801,448.5,760,22:57:32
7681,449.0,448.5,i1801,448.5,224,22:57:32
7682,449.5,449.0,i1801,449.0,738,22:57:33
7683,449.0,448.5,i1801,448.5,208,22:57:33
7684,449.5,448.5,i1801,449.0,238,22:57:34
7685,449.5,448.5,i1801,449.0,745,22:57:34
7686,449.5,448.5,i1801,449.0,234,22:57:35
7687,449.5,448.5,i1801,449.0,252,22:57:36
7688,449.5,448.5,i1801,449.0,746,22:57:35
7689,449.0,448.5,i1801,449.0,739,22:57:36
7690,449.0,448.5,i1801,449.0,730,22:57:37
7691,449.0,448.5,i1801,449.0,252,22:57:37
7692,449.0,448.5,i1801,449.0,669,22:57:38
7693,449.0,448.5,i1801,449.0,250,22:57:38
7694,449.0,448.5,i1801,449.0,246,22:57:39
7695,449.0,448.5,i1801,449.0,747,22:57:39
7696,449.0,448.5,i1801,449.0,905,22:57:39
7697,449.0,448.5,i1801,449.0,39,22:57:41
7698,449.0,448.5,i1801,449.0,718,22:57:40
7699,449.0,448.5,i1801,449.0,740,22:57:41
7700,449.0,448.5,i1801,449.0,109,22:57:42
7701,449.0,448.5,i1801,449.0,642,22:57:42
7702,449.0,448.5,i1801,449.0,214,22:57:43
7703,449.0,448.5,i1801,449.0,504,22:57:44
7704,449.0,448.5,i1801,449.0,728,22:57:43
7705,449.0,448.5,i1801,449.0,244,22:57:44
7706,449.0,448.5,i1801,449.0,239,22:57:45
7707,449.0,448.5,i1801,449.0,304,22:57:45
7708,449.0,448.5,i1801,449.0,239,22:57:46
7709,449.0,448.5,i1801,449.0,742,22:57:46
7710,449.0,448.5,i1801,449.0,727,22:57:47
7711,449.0,448.5,i1801,449.0,238,22:57:47
7712,449.0,448.5,i1801,449.0,246,22:57:48
7713,449.0,448.5,i1801,449.0,734,22:57:48
7714,449.0,448.5,i1801,449.0,739,22:57:51
7715,449.0,448.5,i1801,449.0,240,22:57:49
7716,449.0,448.5,i1801,449.0,701,22:57:49
7717,449.0,448.5,i1801,449.0,133,22:57:51
7718,449.0,448.5,i1801,449.0,758,22:57:52
7719,449.0,448.5,i1801,449.0,650,22:57:50
7720,449.0,448.5,i1801,449.0,240,22:57:53
7721,449.0,448.5,i1801,449.0,757,22:57:53
7722,449.0,448.5,i1801,449.0,82,22:57:54
7723,449.0,448.5,i1801,449.0,698,22:57:54
7724,449.0,448.5,i1801,449.0,942,22:57:54
7725,449.0,448.5,i1801,449.0,754,22:57:56
7726,449.0,448.5,i1801,449.0,759,22:57:55
7727,449.0,448.5,i1801,449.0,589,22:57:59
7728,449.0,448.5,i1801,449.0,595,22:58:01
7729,449.0,448.5,i1801,449.0,261,22:58:02
7730,449.0,448.5,i1801,449.0,696,22:58:03
7731,449.0,448.5,i1801,449.0,36,22:58:05
7732,449.0,448.5,i1801,449.0,618,22:58:05
7733,449.0,448.5,i1801,449.0,738,22:58:06
7734,449.5,449.0,i1801,449.0,240,22:58:07
7735,449.5,449.0,i1801,449.0,672,22:58:14
7736,449.5,449.0,i1801,449.0,961,22:58:10
7737,449.5,448.5,i1801,449.0,739,22:58:07
7738,449.5,449.0,i1801,449.0,984,22:58:07
7739,449.5,449.0,i1801,449.0,258,22:58:16
7740,449.5,449.0,i1801,449.0,236,22:58:17
7741,449.5,449.0,i1801,449.0,254,22:58:21
7742,449.5,449.0,i1801,449.0,742,22:58:17
7743,449.5,449.0,i1801,449.5,211,22:58:18
7744,449.5,449.0,i1801,449.0,231,22:58:27
7745,449.5,449.0,i1801,449.0,21,22:58:25
7746,449.5,449.0,i1801,449.0,248,22:58:30
7747,449.5,449.0,i1801,449.0,706,22:58:33
7748,449.0,448.5,i1801,449.0,740,22:58:37
7749,449.0,448.5,i1801,449.0,259,22:58:38
7750,449.5,449.0,i1801,449.0,582,22:58:36
7751,449.0,448.5,i1801,449.0,71,22:58:39
7752,449.0,448.5,i1801,449.0,739,22:58:39
7753,449.0,448.5,i1801,449.0,240,22:58:40
7754,449.0,448.5,i1801,449.0,698,22:58:40
7755,449.0,448.5,i1801,449.0,425,22:58:44
7756,449.0,448.5,i1801,449.0,153,22:58:46
7757,449.0,448.5,i1801,449.0,739,22:58:47
7758,449.0,448.5,i1801,449.0,738,22:58:51
7759,449.0,448.5,i1801,449.0,752,22:58:48
7760,449.0,448.5,i1801,449.0,742,22:58:52
7761,449.0,448.5,i1801,448.5,137,22:58:56
7762,449.0,448.5,i1801,449.0,71,22:58:52
7763,449.0,448.5,i1801,448.5,589,22:58:56
7764,449.0,448.5,i1801,448.5,85,22:58:58
7765,449.0,448.5,i1801,448.5,263,22:59:02
7766,449.0,448.5,i1801,448.5,598,22:58:57
7767,449.0,448.5,i1801,448.5,239,22:59:03
7768,449.0,448.5,i1801,448.5,993,22:59:03
7769,449.0,448.5,i1801,448.5,230,22:59:05
7770,449.0,448.5,i1801,448.5,481,22:59:06
7771,449.0,448.5,i1801,448.5,752,22:59:04
7772,449.0,448.5,i1801,448.5,712,22:59:08
7773,449.0,448.5,i1801,448.5,388,22:59:10
7774,449.0,448.5,i1801,448.5,197,22:59:10
7775,449.0,448.5,i1801,448.5,589,22:59:12
7776,449.0,448.5,i1801,448.5,697,22:59:14
7777,449.0,448.5,i1801,448.5,680,22:59:15
7778,449.0,448.5,i1801,448.5,239,22:59:15
7779,449.0,448.5,i1801,448.5,238,22:59:16
7780,449.0,448.5,i1801,448.5,672,22:59:19
7781,449.0,448.5,i1801,449.0,558,22:59:21
7782,449.0,448.5,i1801,449.0,209,22:59:22
7783,449.0,448.5,i1801,448.5,170,22:59:23
7784,449.0,448.5,i1801,448.5,337,22:59:29
7785,449.0,448.0,i1801,448.5,763,22:59:31
7786,449.0,448.0,i1801,448.5,238,22:59:31
7787,448.5,448.0,i1801,448.5,206,22:59:32
7788,448.5,448.0,i1801,448.5,758,22:59:32
7789,448.5,448.0,i1801,448.5,755,22:59:34
7790,448.5,448.0,i1801,448.5,260,22:59:36
7791,448.5,448.0,i1801,448.5,243,22:59:37
7792,448.5,448.0,i1801,448.5,695,22:59:38
7793,448.5,448.0,i1801,448.5,754,22:59:40
7794,448.5,448.0,i1801,448.5,687,22:59:39
7795,448.5,448.0,i1801,448.0,234,22:59:41
7796,448.5,448.0,i1801,448.0,703,22:59:41
7797,448.5,448.0,i1801,448.5,259,22:59:42
7798,448.5,448.0,i1801,448.0,754,22:59:42
7799,448.5,448.0,i1801,448.0,259,22:59:43
7800,448.5,448.0,i1801,448.0,762,22:59:43
7801,448.5,448.0,i1801,448.0,746,22:59:45
7802,448.5,448.0,i1801,448.0,181,22:59:45
7803,448.5,448.0,i1801,448.0,251,22:59:46
7804,448.5,448.0,i1801,448.0,746,22:59:46
7805,448.5,448.0,i1801,448.0,254,22:59:47
7806,448.0,447.5,i1801,448.0,755,22:59:47
7807,448.0,447.5,i1801,448.0,259,22:59:48
7808,448.0,447.5,i1801,447.5,763,22:59:48
7809,447.5,447.0,i1801,447.5,749,22:59:49
7810,448.0,447.5,i1801,447.5,261,22:59:49
7811,447.5,447.0,i1801,447.0,262,22:59:50
7812,447.5,447.0,i1801,447.0,764,22:59:50
7813,447.5,447.0,i1801,447.0,221,22:59:51
7814,447.5,447.0,i1801,447.0,759,22:59:51
7815,447.5,447.0,i1801,447.5,206,22:59:52
7816,447.5,447.0,i1801,447.0,756,22:59:52
7817,447.5,447.0,i1801,447.0,254,22:59:53
7818,447.5,447.0,i1801,447.0,251,22:59:54
7819,447.5,447.0,i1801,447.0,760,22:59:53
7820,447.5,447.0,i1801,447.0,263,22:59:55
7821,447.5,447.0,i1801,447.0,760,22:59:54
7822,447.5,447.0,i1801,447.0,764,22:59:55
7823,447.5,447.0,i1801,447.0,260,22:59:56
7824,447.5,447.0,i1801,447.5,240,22:59:57
7825,447.5,447.0,i1801,447.0,759,22:59:56
7826,447.5,447.0,i1801,447.5,749,22:59:57
7827,447.5,447.0,i1801,447.5,264,22:59:58
7828,447.5,446.5,i1801,447.0,743,22:59:58
7829,447.5,446.5,i1801,447.0,261,22:59:59
7830,447.0,446.5,i1801,446.5,744,22:59:59
7831,447.0,446.5,i1801,447.0,754,23:00:00
7832,447.5,447.0,i1801,447.0,260,23:00:00
7833,447.0,446.5,i1801,446.5,741,23:00:01
7834,447.0,446.5,i1801,446.5,261,23:00:01
7835,447.0,446.5,i1801,446.5,256,23:00:02
7836,447.0,446.5,i1801,446.5,753,23:00:02
7837,447.0,446.5,i1801,446.5,248,23:00:03
7838,447.0,446.5,i1801,446.5,747,23:00:03
7839,447.0,446.5,i1801,446.5,217,23:00:04
7840,447.0,446.5,i1801,446.5,757,23:00:04
7841,447.0,446.5,i1801,446.5,759,23:00:05
7842,447.0,446.5,i1801,446.5,258,23:00:05
7843,447.0,446.0,i1801,446.5,255,23:00:06
7844,447.0,446.0,i1801,446.5,741,23:00:06
7845,446.5,446.0,i1801,446.5,258,23:00:08
7846,447.0,446.0,i1801,446.5,764,23:00:07
7847,446.5,446.0,i1801,446.5,752,23:00:08
7848,446.5,446.0,i1801,446.5,239,23:00:09
7849,446.5,446.0,i1801,446.5,748,23:00:09
7850,446.5,446.0,i1801,446.5,252,23:00:10
7851,446.5,446.0,i1801,446.5,755,23:00:10
7852,447.0,446.5,i1801,446.5,241,23:00:11
7853,447.0,446.5,i1801,446.5,756,23:00:12
7854,447.0,446.5,i1801,446.5,762,23:00:11
7855,447.0,446.5,i1801,446.5,251,23:00:13
7856,447.0,446.5,i1801,446.5,262,23:00:12
7857,447.0,446.5,i1801,446.5,704,23:00:13
7858,447.0,446.5,i1801,446.5,721,23:00:14
7859,447.0,446.5,i1801,446.5,260,23:00:14
7860,447.0,446.5,i1801,446.5,251,23:00:15
7861,447.0,446.5,i1801,446.5,760,23:00:15
7862,447.0,446.5,i1801,446.5,263,23:00:16
7863,447.0,446.5,i1801,446.5,753,23:00:16
7864,447.0,446.5,i1801,446.5,759,23:00:17
7865,447.0,446.5,i1801,446.5,251,23:00:17
7866,447.0,446.5,i1801,446.5,239,23:00:18
7867,447.0,446.5,i1801,446.5,756,23:00:18
7868,447.0,446.5,i1801,446.5,219,23:00:19
7869,447.0,446.5,i1801,446.5,759,23:00:19
7870,447.0,446.5,i1801,446.5,251,23:00:20
7871,447.0,446.5,i1801,446.5,761,23:00:20
7872,447.0,446.5,i1801,446.5,229,23:00:21
7873,447.0,446.5,i1801,447.0,728,23:00:21
7874,447.0,446.5,i1801,447.0,742,23:00:22
7875,447.0,446.5,i1801,447.0,246,23:00:22
7876,447.0,446.5,i1801,447.0,191,23:00:23
7877,447.0,446.5,i1801,447.0,689,23:00:23
7878,447.0,446.5,i1801,447.0,257,23:00:24
7879,447.0,446.5,i1801,447.0,745,23:00:24
7880,447.0,446.5,i1801,447.0,239,23:00:25
7881,447.0,446.5,i1801,447.0,248,23:00:26
7882,447.0,446.5,i1801,447.0,740,23:00:25
7883,447.0,446.5,i1801,447.0,761,23:00:26
7884,447.0,446.5,i1801,447.0,250,23:00:27
7885,447.0,446.5,i1801,446.5,219,23:00:29
7886,447.0,446.5,i1801,446.5,764,23:00:28
7887,447.0,446.5,i1801,447.0,749,23:00:29
7888,447.0,446.5,i1801,447.0,753,23:00:30
7889,447.0,446.5,i1801,447.0,264,23:00:31
7890,447.0,446.5,i1801,447.0,737,23:00:31
7891,447.5,447.0,i1801,447.0,219,23:00:32
7892,447.5,447.0,i1801,447.0,749,23:00:32
7893,447.5,447.0,i1801,447.0,745,23:00:33
7894,447.5,447.0,i1801,447.0,230,23:00:34
7895,447.5,447.0,i1801,447.0,261,23:00:33
7896,447.5,447.0,i1801,447.0,239,23:00:35
7897,447.5,447.0,i1801,447.0,758,23:00:34
7898,447.5,447.0,i1801,447.0,761,23:00:35
7899,447.5,447.0,i1801,447.0,713,23:00:36
7900,447.5,447.0,i1801,447.0,261,23:00:37
7901,447.5,447.0,i1801,447.0,235,23:00:36
7902,447.5,447.0,i1801,447.5,708,23:00:37
7903,447.5,447.0,i1801,447.5,235,23:00:38
7904,447.5,447.0,i1801,447.5,712,23:00:38
7905,447.5,447.0,i1801,447.5,250,23:00:39
7906,447.5,447.0,i1801,447.0,738,23:00:43
7907,447.5,447.0,i1801,447.5,758,23:00:39
7908,447.5,447.0,i1801,447.5,761,23:00:40
7909,447.0,446.5,i1801,447.0,258,23:00:41
7910,447.5,447.0,i1801,447.0,228,23:00:44
7911,447.5,447.0,i1801,447.5,263,23:00:40
7912,447.5,447.0,i1801,447.0,746,23:00:44
7913,447.5,447.0,i1801,447.0,164,23:00:45
7914,447.5,447.0,i1801,447.0,758,23:00:45
7915,447.5,447.0,i1801,447.0,223,23:00:46
7916,447.5,447.0,i1801,447.0,757,23:00:46
7917,447.5,447.0,i1801,447.0,762,23:00:47
7918,447.0,446.5,i1801,447.0,739,23:00:48
7919,447.5,447.0,i1801,447.0,254,23:00:47
7920,447.0,446.5,i1801,447.0,239,23:00:49
7921,447.0,446.5,i1801,447.0,238,23:00:48
7922,447.0,446.5,i1801,447.0,264,23:00:50
7923,447.0,446.5,i1801,447.0,658,23:00:50
7924,447.0,446.5,i1801,447.0,757,23:00:49
7925,447.0,446.5,i1801,447.0,227,23:00:51
7926,447.0,446.5,i1801,447.0,739,23:00:51
7927,447.0,446.5,i1801,447.0,263,23:00:52
7928,447.0,446.5,i1801,447.0,759,23:00:52
7929,447.0,446.5,i1801,447.0,160,23:00:53
7930,447.0,446.5,i1801,447.0,696,23:00:53
7931,447.0,446.5,i1801,447.0,234,23:00:54
7932,447.0,446.5,i1801,447.0,252,23:00:55
7933,447.0,446.5,i1801,447.0,714,23:00:54
7934,447.0,446.5,i1801,447.0,747,23:00:55
7935,447.0,446.5,i1801,447.0,764,23:00:56
7936,447.0,446.5,i1801,447.0,209,23:00:57
7937,447.0,446.5,i1801,447.0,236,23:00:56
7938,447.0,446.5,i1801,447.0,692,23:00:57
7939,447.0,446.5,i1801,447.0,259,23:00:58
7940,447.0,446.5,i1801,447.0,238,23:00:59
7941,447.0,446.5,i1801,447.0,751,23:00:58
7942,447.0,446.5,i1801,447.0,753,23:00:59
7943,447.0,446.5,i1801,447.0,203,23:01:00
7944,447.0,446.5,i1801,447.0,748,23:01:00
7945,447.0,446.5,i1801,447.0,185,23:01:01
7946,447.0,446.5,i1801,447.0,752,23:01:01
7947,447.0,446.5,i1801,447.0,739,23:01:02
7948,447.0,446.5,i1801,447.0,228,23:01:03
7949,447.0,446.5,i1801,447.0,760,23:01:03
7950,447.0,446.5,i1801,447.0,191,23:01:02
7951,447.0,446.5,i1801,447.0,227,23:01:04
7952,447.0,446.5,i1801,447.0,684,23:01:04
7953,447.0,446.5,i1801,447.0,251,23:01:05
7954,447.0,446.5,i1801,447.0,763,23:01:05
7955,447.0,446.5,i1801,447.0,253,23:01:06
7956,447.0,446.5,i1801,447.0,722,23:01:06
7957,447.0,446.5,i1801,447.0,221,23:01:07
7958,447.0,446.5,i1801,446.5,752,23:01:07
7959,447.0,446.5,i1801,446.5,187,23:01:08
7960,446.5,446.0,i1801,446.5,756,23:01:08
7961,446.5,446.0,i1801,446.5,260,23:01:09
7962,446.5,446.0,i1801,446.5,745,23:01:09
7963,446.5,446.0,i1801,446.5,237,23:01:10
7964,446.5,446.0,i1801,446.5,756,23:01:10
7965,446.5,446.0,i1801,446.5,262,23:01:11
7966,446.5,446.0,i1801,446.5,746,23:01:11
7967,446.5,446.0,i1801,446.5,251,23:01:12
7968,446.5,446.0,i1801,446.5,638,23:01:12
7969,446.5,446.0,i1801,446.5,760,23:01:13
7970,446.5,446.0,i1801,446.0,264,23:01:14
7971,446.5,446.0,i1801,446.0,764,23:01:14
7972,446.5,446.0,i1801,446.0,258,23:01:13
7973,446.0,445.5,i1801,445.5,248,23:01:15
7974,446.0,445.5,i1801,445.5,763,23:01:15
7975,446.0,445.5,i1801,445.5,763,23:01:16
7976,446.0,445.5,i1801,445.5,233,23:01:16
7977,446.0,445.5,i1801,445.5,735,23:01:17
